name,ABC,ABCGG,nAcid,nBase,nAromAtom,nAromBond,BalabanJ,BertzCT,ECIndex,fragCpx,fMF,Kier1,Kier2,Kier3,VMcGowan,nRot,RotRatio,SLogP,SMR,TopoPSA(NO),TopoPSA
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,103.28934203925994,67.82780300258257,0,0,96,102,0.4812425281405595,7505.806672493715,10110,6064.26,0.574468085106383,88.0088196659786,35.21722068328717,15.952416383219955,1339.7999999999993,16,0.1095890410958904,37.796999999999905,578.610000000001,40.620000000000005,663.7200000000001
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(s2)-c2cnc(s2)-c2n(C)c(=O)c3c(-c4ncc(s4)-c4ccc(s4)-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(cc4C6(C)C)-c4ccc(s4)-c4c(F)c(F)c(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)n(C)c(=O)c23)c2nsnc12,109.5732362251264,66.20513446221106,0,0,100,102,0.33994169076260133,8049.20884336264,14558,7255.3,0.5833333333333334,90.04495317377732,33.28193499622071,13.965260812370802,1299.9199999999992,14,0.09032258064516129,32.81584000000006,544.8720000000008,117.96000000000001,569.8000000000001
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,47.3778688645867,34.66054189039064,0,0,48,50,0.7694478588612723,3065.2730123207125,2650,1297.17,0.620253164556962,39.820004455335265,15.076539693841225,6.37875,571.3300000000013,6,0.08955223880597014,14.043239999999987,239.75799999999967,51.56,277.48
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc([se]2)-c2c(F)c(F)c(-c3ccc([se]3)-c3cc4c(s3)-c3cc5c(cc3C4(C)C)-c3sc(cc3C5(C)C)-c3ccc(s3)-c3c(F)c(F)c(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,100.36426904281832,61.237910146542774,0,0,99,102,0.37544764124611363,7403.487855583511,12020,6122.27,0.5953757225433526,82.17397341797262,30.27120931017035,12.670433145009417,1191.39,12,0.08450704225352113,31.110340000000072,496.72100000000063,77.34,444.4600000000001
CN1\\C(=C\\[C]2C(=O)[C](C2=O)c2c(O)cc(cc2O)N2[C@H]3CCC[C@@H]3c3cc(ccc23)C#N)C(C)(C)c2cc(ccc12)-c1cc2sc3-c4cc5c(cc4C(c3c2s1)(c1ccc(C)cc1)c1ccc(C)cc1)-c1sc2cc(sc2c1C5(c1ccc(C)cc1)c1ccc(C)cc1)-c1ccc2N(C)\\C(=C\\[C]3C(=O)[C](C3=O)c3c(O)cc(cc3O)N3[C@H]4CCC[C@H]4c4cc(ccc34)C#N)C(C)(C)c2c1,111.37132339354424,68.14801272485398,0,0,82,84,0.45451269633193075,7342.700461244354,11776,7142.18,0.5045045045045045,94.94976766543823,35.91964783929568,14.555555555555555,1326.739999999999,12,0.0759493670886076,25.595000000000063,534.5132000000015,209.73999999999998,322.7
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1sc(cc1C)-c1cc(C)c(C=C2C(=O)c3ccccc3C2=O)s1)-c1sc(cc1C)-c1cc(C)c(C=C2C(=O)c3ccccc3C2=O)s1,59.439424639564805,41.54966474122406,0,0,54,56,0.6899591034501718,3864.3263828161025,3696,1944.12,0.5636363636363636,51.43877551020408,20.585798816568047,9.171549479166666,744.6600000000017,8,0.09523809523809523,19.26272,311.66800000000046,68.28,294.20000000000005
CN1c2ccc(cc2Oc2cc(ccc12)-c1ccc(s1)-c1sc(C=C(C#N)C#N)cc1C)-c1ccc(s1)-c1sc(C=C(C#N)C#N)cc1C,38.8146412192848,27.046676073189232,0,0,32,32,0.8951985009865263,2323.728934947486,2115,673.1,0.4722222222222222,37.32099173553719,16.5675,8.096938775510203,502.3200000000013,6,0.10909090909090909,11.95215999999998,202.1529999999997,107.63,220.59000000000003
Cc1cc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1cc2sc(cc2s1)-c1sc(cc1C)-c1sc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)cc1C,46.14957722821699,33.285182232100524,0,0,38,39,0.7888845984064601,3292.584106317027,2940,919.16,0.47619047619047616,44.60165680473373,18.612244897959183,8.8,610.6800000000015,6,0.09230769230769231,8.684200000000004,245.92399999999958,139.16,365.08000000000004
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ncc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,44.35452322799509,30.95826437010457,0,0,48,50,0.7263040018455931,2849.458384719463,2498,1213.15,0.6363636363636364,36.107835726883344,14.082882132444814,6.098705197973353,556.0700000000014,6,0.09523809523809523,12.27683999999999,235.51599999999965,77.34,303.26000000000005
Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1ccc(s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1C21c2cc(ccc2-c2ccc(cc12)C(C)(C)C)C(C)(C)C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C,73.94663505848895,49.167143089170416,0,0,64,64,0.6120365974946829,4791.223930925431,5286,2984.12,0.503448275862069,63.72189349112426,24.171577877776166,10.754973891202326,930.1100000000013,8,0.07692307692307693,23.277980000000046,380.8800000000008,68.28,294.20000000000005
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(s3)-c3cc5c(cc3C4(C)C)-c3sc(cc3C5(C)C)-c3ccc(s3)-c3c(F)c(F)c(-c4ccc(s4)-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(cc4C6(C)C)-c4ccc(s4)-c4c(F)c(F)c(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,137.0947956948002,78.76118347906177,0,0,134,138,0.2800372199729633,10514.37691994484,22236,11554.36,0.5932203389830508,111.57407801041556,40.75788141291879,16.952936276551437,1603.6399999999949,16,0.08247422680412371,44.928839999999795,677.8640000000014,103.12,667.9200000000002
Cn1c(=O)c2cccc3c(ccc(c23)c1=O)C#Cc1ccc(C#Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)c2nsnc12,38.65288076120528,25.294873564292732,0,0,37,39,0.8127521282128244,2457.8098188627064,1980,769.07,0.625,35.05190082644628,15.935266784169203,7.326869806094183,466.4800000000014,3,0.05454545454545454,8.339700000000004,190.87199999999964,66.4,94.64
COc1cc(-c2ccc(s2)-c2sc(cc2C)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)c(OC)cc1-c1ccc(s1)-c1sc(cc1C)-c1sc(\\C=C2\\SC(=S)N(C)C2=O)cc1C,49.863450619112214,36.16468152641207,0,0,36,36,0.7513480543166174,2868.064797869833,3264,1118.16,0.4897959183673469,47.08204081632653,19.54432182271271,9.44,677.9000000000016,10,0.14285714285714285,14.970479999999972,280.24400000000014,59.08,343.30000000000007
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,46.64225251269875,33.73813648411562,0,0,48,50,0.7595595861448778,3222.6048403999516,2611,1276.16,0.620253164556962,38.888888888888886,14.828032544378699,6.350591715976331,569.5700000000013,6,0.09090909090909091,13.904139999999986,239.79999999999967,51.56,277.48
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3cc4OC(C)(C)c5cc(sc5-c4s3)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,48.12272411495498,35.949161344328694,0,0,30,30,0.746261808005202,2997.5721143626006,2596,1318.15,0.5454545454545454,40.7530276816609,15.045198215638415,6.184517193158593,578.6400000000014,6,0.08823529411764706,9.816899999999999,235.3099999999996,90.47,259.91
Cc1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(C)s1,79.37631388323084,50.796906932716006,0,0,84,86,0.5061210085773205,5481.603529000125,7454,3424.22,0.56,69.0688775510204,28.37412114656571,13.360887096774194,1027.1400000000008,14,0.125,27.053040000000063,427.0400000000008,103.12,498.48000000000013
CN1C(=S)S\\C(=C/c2cc3n(C)c4cc(sc4c3s2)-c2cc3n(C)c4cc(sc4c3s2)-c2cc3n(C)c4cc(\\C=C5/SC(=S)N(C)C5=O)sc4c3s2)C1=O,45.30921955965234,30.30322100106604,0,0,33,39,0.6887324308850761,3067.4190328230175,2595,1234.17,0.5844155844155844,37.03271484375,13.50853049297766,5.666666666666667,560.470000000001,4,0.0625,11.986299999999984,248.3969999999998,55.410000000000004,339.63000000000005
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2cc4c(cc2[Si]3(C)C)-c2sc(cc2[Si]4(C)C)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,53.75810854186164,36.57025551857866,0,0,54,56,0.6699923342535173,3531.3904799687575,3442,1744.16,0.5833333333333334,43.97783933518006,16.270626175759205,6.925921550094518,670.480000000002,6,0.07894736842105263,14.568039999999982,282.02800000000025,51.56,277.48
Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3ccc(s3)-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,87.01203983299536,55.86667195946787,0,0,94,98,0.5724428828736807,6223.073206405735,6988,4664.18,0.6153846153846154,71.7570239334027,28.47305771070252,11.832845367325795,1057.8800000000006,12,0.0967741935483871,28.80832000000005,448.6040000000007,51.56,390.44000000000005
CSc1c2cc(sc2c(SC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,55.35854441052505,38.47664879222223,0,0,42,44,0.661592189096376,3388.199835054851,3944,1528.18,0.5192307692307693,50.172912557527944,20.2675,9.351961950059453,757.6000000000017,10,0.1282051282051282,18.826480000000004,321.46800000000053,40.620000000000005,431.9200000000001
COc1c2cc(sc2c(OC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,55.35854441052505,38.47664879222223,0,0,42,44,0.661592189096376,3392.483253955004,3944,1528.18,0.5192307692307693,50.172912557527944,20.2675,9.351961950059453,736.6400000000017,10,0.1282051282051282,17.39987999999999,311.0100000000006,59.080000000000005,399.7800000000001
Cc1cc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)cc1C,57.52030486860457,40.99853328030091,0,0,50,50,0.6610987511617922,4127.862519995167,4524,1449.18,0.48148148148148145,55.319615912208505,23.374092985756516,11.167261196987713,769.2400000000016,9,0.1111111111111111,13.27183999999997,309.95400000000046,139.16,421.56000000000006
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ccc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ccc(-c4cc5c(s4)-c4sc(cc4[Si]5(C)C)-c4ncc(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,82.28048384286764,50.37317156232305,0,0,86,90,0.4322671970066174,6024.419978783705,8130,4377.27,0.6312056737588653,65.30440499671269,24.513354459031238,10.226851851851851,1016.7100000000014,10,0.08547008547008547,20.80624000000004,435.08600000000064,128.9,524.2600000000001
Cc1ccc(s1)-c1ccc(s1)-c1ncc(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2cnc(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,59.520304868604576,40.98112758519425,0,0,62,66,0.7771309280663548,3998.1975714206965,3364,1944.14,0.5344827586206896,51.43877551020408,20.585798816568047,9.365650969529085,761.4800000000017,8,0.09523809523809523,19.581600000000012,317.1100000000006,77.34,303.26000000000005
Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,70.94805165039506,49.267278800508834,0,0,72,76,0.6986525150923709,4910.864719252565,4830,2690.18,0.5454545454545454,62.135,24.644970414201183,11.070850661625709,883.2400000000011,10,0.1,24.80500000000006,367.97800000000075,51.56,333.96000000000004
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cc(F)c(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,64.09356000183912,41.87666027072713,0,0,67,70,0.5512435899998819,4753.138978646817,4951,2581.22,0.6330275229357798,51.62419997584833,19.53388822829964,8.259256198347108,788.1500000000023,8,0.08791208791208792,16.68063999999999,335.2590000000004,103.12,413.7600000000001
CN1C(=S)S\\C(=C/c2sc(-c3cc4c(-c5ccc(C)s5)c5sc(cc5c(-c5ccc(C)s5)c4s3)-c3sc(\\C=C4/SC(=S)N(C)C4=O)c4cc(C)sc34)c3sc(C)cc23)C1=O,49.70169016103269,37.049417019221636,0,0,38,42,0.8736322860903936,3172.889454482149,2252,1360.16,0.5681818181818182,42.624489795918365,16.402975206611572,7.306355738454504,648.9600000000015,6,0.08571428571428572,16.355079999999983,282.04600000000033,40.620000000000005,381.32000000000005
CN1C(=S)S\\C(=C\\c2ccc(s2)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4ccc5c(c4)n(C)c4cc(ccc54)-c4ccc(s4)-c4n(C)c(=O)c5c(-c6ccc(s6)-c6ccc(\\C=C7\\SC(=S)N(C)C7=O)s6)n(C)c(=O)c45)n(C)c(=O)c23)C1=O,70.85524087753681,47.75293016888763,0,0,43,45,0.530351218000748,4619.871203558101,6269,2690.23,0.5590551181102362,62.135,24.332021583025682,10.515081873024993,866.6100000000016,10,0.1,14.163299999999968,362.94700000000046,126.78999999999999,411.0100000000001
COc1ccc(s1)-c1c2cc(sc2c(-c2ccc(OC)s2)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,63.762945555723846,44.64104711966649,0,0,52,54,0.6689506152935837,4057.834544573479,4422,2094.2,0.5423728813559322,57.09407407407407,23.353917244276413,10.83,843.1400000000012,12,0.13333333333333333,20.856880000000032,357.6360000000006,59.080000000000005,456.2600000000001
CN1C(=O)\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/C(=O)N(C)C(=O)C(C#N)=C3C)cc2C)C(C)=C(C#N)C1=O,68.2005047546886,47.51942394352087,0,0,52,54,0.6475942133884363,4572.412078420992,5070,2244.18,0.5076923076923077,62.790364583333336,25.47899926953981,11.67361111111111,884.6200000000013,10,0.10416666666666667,20.238680000000016,360.26800000000054,122.34,404.74000000000007
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2sc(cc2[Ge]3(C)C)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,45.90663616081078,32.81587781259538,0,0,48,50,0.7493598244024382,2956.0937013619255,2572,1255.15,0.620253164556962,37.959763313609464,14.579584775086506,6.31994459833795,572.0000000000014,6,0.09230769230769231,13.765039999999985,239.84199999999964,51.56,277.48
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,62.54365050519619,44.7164698938607,0,0,62,66,0.8108424952950058,4224.891655684785,3524,2044.16,0.5254237288135594,55.20402892561984,21.565847511027094,9.605632449058055,776.7400000000016,8,0.09090909090909091,21.348000000000035,321.3520000000006,51.56,277.48
CN1C(=S)S\\C(=C\\c2ccc(s2)-c2cc3c(s2)-c2cc4n(C)c5cc6-c7sc(cc7C(c6cc5c4cc2C3(c2ccc(C)cc2)c2ccc(C)cc2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2ccc(\\C=C3\\SC(=S)N(C)C3=O)s2)C1=O,67.82430016063459,44.79827208928657,0,0,57,59,0.741473404100703,4288.718951203521,3979,2574.13,0.5419847328244275,58.376953125,22.735844919082496,9.55765595463138,855.0500000000019,8,0.08333333333333333,18.533379999999983,358.2330000000005,45.55,273.29
COC(=O)C(=C\\c1ccc([se]1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1ccc(\\C=C(/C#N)C(=O)OC)[se]1)\\C#N,47.50677164918726,34.55713881462936,0,0,40,40,0.7694497839576853,2892.7384234657334,3288,949.14,0.43478260869565216,46.52706616172867,20.66597251145356,10.366998269896193,652.9600000000017,11,0.16417910447761194,13.232239999999972,255.7959999999995,100.18,269.62000000000006
Cc1cc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)cc1C,47.56379079059009,35.10485500911242,0,0,40,40,0.7816029699624969,3355.549591004104,3142,949.16,0.4772727272727273,46.52706616172867,19.8476,9.509422733584607,634.5600000000017,7,0.1044776119402985,9.198,253.85399999999953,139.16,365.08000000000004
COc1c2cc(sc2c(OC)c2cc(sc12)-c1ccc2N(C)c3ccc(C=C(C#N)C#N)cc3Sc2c1)-c1ccc2N(C)c3ccc(C=C(C#N)C#N)cc3Sc2c1,46.240785325476345,29.17253697636916,0,0,36,38,0.8169315274880722,2853.5298638235945,2720,1050.12,0.46511627906976744,43.260330578512395,18.612244897959183,8.317901234567902,582.1800000000015,6,0.09090909090909091,12.793319999999978,236.8459999999996,120.1,227.18000000000004
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2cc(C)c(s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2sc(cc2C)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,47.96090987503493,35.03725656271035,0,0,35,35,0.7395684138845967,2786.171174994742,3044,1067.15,0.5053763440860215,44.21385609267097,17.762465830898293,8.65103448275862,658.6300000000019,8,0.11940298507462686,15.63161999999997,274.49100000000004,40.620000000000005,353.08000000000004
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)c(F)c(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,64.8291763537271,42.83494099825067,0,0,67,70,0.5595303809353985,4518.06982029832,4990,2612.23,0.6330275229357798,52.54631379962193,19.783423573511037,8.294323979591837,789.9100000000022,8,0.08695652173913043,16.81973999999999,335.21700000000044,103.12,413.7600000000001
CN1c2ccc(C=C(C#N)C#N)cc2Sc2cc(ccc12)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,31.605674036976758,21.24325779677359,0,0,30,30,1.0355913019269827,1742.0085047305472,1321,465.05,0.515625,30.044444444444444,14.18896447467876,6.899276859504132,409.12000000000137,5,0.1111111111111111,9.486459999999996,164.39199999999963,54.06,79.36
COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc(cc1)-c1ccc(-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2ccc(-c3ccc(cc3)N(c3ccc(OC)cc3)c3ccc(OC)cc3)c3nsnc23)c2nsnc12,71.37310853203304,44.62431854919569,0,0,76,80,0.6125791688503295,4579.84442953745,5392,2748.16,0.5571428571428572,64.02076124567473,28.59786666666667,12.988842975206612,893.4000000000018,16,0.1568627450980392,21.841240000000038,372.5720000000008,94.96000000000001,264.40000000000003
Cc1ccc(s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1ccc(C)s1,59.463285727201736,39.52194930319273,0,0,64,66,0.6587849997239431,3890.621563050974,4090,1944.18,0.5818181818181818,51.43877551020408,21.234130859375,9.986413043478262,757.7800000000011,10,0.11904761904761904,18.905360000000005,314.8400000000005,103.12,385.5200000000001
Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc2c(s1)-c1sc(cc1C21c2cc(ccc2-c2ccc(cc12)C(C)(C)C)C(C)(C)C)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C,55.58571983527558,38.87026372297285,0,0,44,44,0.8424308201241856,3335.7099084950155,2628,1662.08,0.4774774774774775,47.97041420118343,17.564247921390777,7.648709823449525,688.9300000000021,4,0.05128205128205128,15.74713999999996,278.1539999999998,68.28,181.24
CC(=C(C#N)C#N)c1ccc(s1)-c1ccc(s1)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1ccc(s1)-c1ccc(s1)C(C)=C(C#N)C#N,37.445215874209154,27.887369542405132,0,0,30,30,0.9018816704821795,2270.973536778676,1952,647.11,0.4492753623188406,35.40477038091848,14.5546875,6.618311533888228,510.07000000000136,6,0.11320754716981132,11.167919999999986,205.2739999999997,95.16,264.6
CC(=O)c1cc2c(sc(-c3ccc(s3)-c3ccc(C)s3)c2s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(-c2ccc(s2)-c2ccc(C)s2)c2sc(cc12)C(C)=O,56.55397837341579,40.55012433459602,0,0,58,62,0.7809532796804982,3848.0833326737957,3000,1844.14,0.5686274509803921,47.695625,18.981009365244535,8.547880690737834,730.9800000000016,10,0.125,22.012280000000032,313.43500000000046,34.14,373.02000000000004
Cc1ccc(s1)-c1ccc(s1)-c1ccc([C]2Sc3c4sc5c6S[C](C=c6n(C)c5c4n(C)c3=C2)c2ccc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,49.712018029252285,33.09456373444927,0,0,49,53,0.6424898239009526,3428.8914136793283,3132,1619.15,0.6470588235294118,39.37234675659592,15.294375456537619,6.293702422145329,602.0700000000015,6,0.08450704225352113,13.204719999999982,259.4129999999998,61.42,309.70000000000005
N#C[C](C#N)c1ccc(cc1)[C](C(=C(C#N)C#N)c1ccc(C#Cc2cccnc2)c2nsnc12)c1ccc(cc1)N(c1ccccc1)c1ccccc1,41.94112549695424,30.49001325044733,0,0,39,40,1.1159468093836287,2632.9303456757375,1809,738.09,0.5641025641025641,42.135,21.313503866745986,10.248513674197383,531.7800000000016,8,0.13333333333333333,9.397499999999997,208.36299999999963,137.07,165.31
Cc1ccc(s1)-c1ccc(s1)-c1c2cc(sc2c(-c2ccc(s2)-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,64.77275797289813,47.397551944705604,0,0,52,54,0.7080040601147525,4238.9214822712975,3518,2458.18,0.5862068965517241,54.638705103969755,21.448302469135804,8.950413223140496,795.5600000000013,10,0.10869565217391304,17.35963999999998,333.9580000000006,81.24000000000001,363.64000000000004
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,78.6076386877965,51.56349304299329,0,0,84,88,0.6480376536507927,5513.44969174394,5394,3802.16,0.6056338028169014,64.81234056122449,25.41167355371901,10.41068339100346,951.3800000000012,10,0.08928571428571429,25.35132000000004,401.9780000000006,51.56,333.96000000000004
Cc1ccc(s1)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccc5cc(cc6ccc(c3)c4c56)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5ccc(s5)-c5ccc(C)s5)n(C)c(=O)c34)n(C)c(=O)c12,59.944330848151935,39.48230189753882,0,0,46,49,0.5934575677155127,3915.363256300106,4420,2113.14,0.5636363636363636,50.23557093425605,19.375139229227,8.124279123414071,717.140000000002,8,0.09411764705882353,14.370639999999964,300.27000000000055,81.24000000000001,250.68000000000004
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)C(F)(F)F)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)C(F)(F)F)n(C)c(=O)c12,72.67411840671376,49.80804696462134,0,0,54,56,0.6166712036387162,4658.704382508234,5590,2748.22,0.546875,64.02076124567473,24.51806127114769,11.0984393757503,849.360000000001,10,0.09803921568627451,19.274240000000002,348.20800000000065,81.24000000000001,307.16
